"ProteinId"	"FullName"	"Similariry"	"EC"	"CAZy_HMMER"	"CAZy_Hotpep"	"CAZy_DIAMOND"	"Signalp"
"KAF7795918.1"	NA	NA	NA	"N"	"GH145"	"N"	"N"
"KAF7795939.1"	"CAAX prenyl protease"	"Belongs to the peptidase M48A family"	"3.4.24.84"	NA	NA	NA	NA
"KAF7795940.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7795942.1"	"Autophagy-related protein"	"Belongs to the ATG22 family"	NA	NA	NA	NA	NA
"KAF7795944.1"	NA	"Belongs to the peptidase M24B family"	NA	NA	NA	NA	NA
"KAF7795945.1"	NA	NA	NA	"GH105(132-376)"	"N"	"GH0"	"Y(1-20)"
"KAF7795951.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7795961.1"	NA	"Belongs to the alpha-IPM synthase/homocitrate synthase family"	NA	NA	NA	NA	NA
"KAF7795964.1"	NA	"Belongs to the trans-sulfuration enzymes family"	NA	NA	NA	NA	NA
"KAF7795966.1"	"Terpene synthase"	"Belongs to the terpene synthase family"	"4.2.3.-"	NA	NA	NA	NA
"KAF7795972.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7795980.1"	"Urease"	"In the C-terminal section; belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family"	"3.5.1.5"	NA	NA	NA	NA
"KAF7795989.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7795990.1"	"RNA-dependent RNA polymerase"	"Belongs to the RdRP family"	"2.7.7.48"	NA	NA	NA	NA
"KAF7796010.1"	NA	NA	NA	"AA14(1-234)"	"N"	"N"	"N"
"KAF7796022.1"	"Cyanate hydratase"	"Belongs to the cyanase family"	"4.2.1.104"	NA	NA	NA	NA
"KAF7796025.1"	NA	NA	NA	"AA14(1-255)"	"N"	"AA14"	"N"
"KAF7796029.1"	"RNA polymerase II transcription factor B subunit 2"	"Belongs to the TFB2 family"	NA	NA	NA	NA	NA
"KAF7796033.1"	NA	"Belongs to the MIP/aquaporin (TC 1.A.8) family"	NA	NA	NA	NA	NA
"KAF7796045.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7796050.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7796053.1"	NA	"Belongs to the heat shock protein 70 family"	NA	NA	NA	NA	NA
"KAF7796054.1"	"Ubiquitin carboxyl-terminal hydrolase"	"Belongs to the peptidase C19 family"	"3.4.19.12"	NA	NA	NA	NA
"KAF7796055.1"	NA	"Belongs to the nucleosome assembly protein (NAP) family"	NA	NA	NA	NA	NA
"KAF7796057.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7796062.1"	NA	"Belongs to the peroxisomal membrane protein PXMP2/4 family"	NA	NA	NA	NA	NA
"KAF7796066.1"	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit"	"Belongs to the CybS family"	NA	NA	NA	NA	NA
"KAF7796088.1"	NA	NA	NA	"AA3_3(10-590)"	"AA3"	"AA3_3"	"N"
"KAF7796091.1"	NA	"Belongs to the TCTP family"	NA	NA	NA	NA	NA
"KAF7796095.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7796107.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7796117.1"	"3-hydroxy-3-methylglutaryl coenzyme A reductase"	"Belongs to the HMG-CoA reductase family"	"1.1.1.34"	NA	NA	NA	NA
"KAF7796123.1"	NA	"Belongs to the eukaryotic ribosomal protein eL42 family"	NA	NA	NA	NA	NA
"KAF7796133.1"	"E3 ubiquitin-protein ligase listerin"	"Belongs to the LTN1 family"	"2.3.2.27"	NA	NA	NA	NA
"KAF7796134.1"	NA	"Belongs to the two pore domain potassium channel (TC 1.A.1.8) family"	NA	NA	NA	NA	NA
"KAF7796139.1"	NA	"Belongs to the OSBP family"	NA	NA	NA	NA	NA
"KAF7796141.1"	"Protein HIR"	"Belongs to the WD repeat HIR1 family"	NA	NA	NA	NA	NA
"KAF7796144.1"	"40S ribosomal protein S26"	"Belongs to the eukaryotic ribosomal protein eS26 family"	NA	NA	NA	NA	NA
"KAF7796158.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7796160.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7796189.1"	"alpha-1,2-Mannosidase"	"Belongs to the glycosyl hydrolase 47 family"	"3.2.1.-"	"GH47(83-557)"	"GH47"	"GH47"	"N"
"KAF7796196.1"	NA	NA	NA	"CBM13(32-151)"	"N"	"N"	"Y(1-20)"
"KAF7796197.1"	NA	NA	NA	"CBM13(66-211)+CBM13(167-293)"	"N"	"N"	"Y(1-19)"
"KAF7796230.1"	"Peptidyl-prolyl cis-trans isomerase"	"Belongs to the cyclophilin-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7796235.1"	NA	NA	NA	"GH88(72-393)"	"N"	"GH88"	"Y(1-29)"
"KAF7796241.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7796250.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7796252.1"	"Glucanase"	"Belongs to the glycosyl hydrolase 7 (cellulase C) family"	"3.2.1.-"	"GH7(20-449)"	"GH7+CBM1"	"CBM1+GH7"	"Y(1-22)"
"KAF7796260.1"	"Mitochondrial Rho GTPase"	"Belongs to the mitochondrial Rho GTPase family"	"3.6.5.-"	NA	NA	NA	NA
"KAF7796268.1"	"Carboxylic ester hydrolase"	"Belongs to the type-B carboxylesterase/lipase family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7796271.1"	"Alpha-1,3-glucosyltransferase"	"Belongs to the ALG6/ALG8 glucosyltransferase family"	"2.4.1.-"	"GT57(1-325)"	"GT57"	"N"	"N"
"KAF7796278.1"	NA	"Belongs to the acyl-CoA dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7796284.1"	NA	"Belongs to the glycosyl hydrolase 30 family"	"3.2.1.-"	"GH30_3(56-410)"	"N"	"GH30_3"	"Y(1-20)"
"KAF7796287.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7796292.1"	"Ribonucleoside-diphosphate reductase"	"Belongs to the ribonucleoside diphosphate reductase large chain family"	"1.17.4.1"	NA	NA	NA	NA
"KAF7796304.1"	NA	"Belongs to the TPP enzyme family"	NA	NA	NA	NA	NA
"KAF7796326.1"	"AP-1 complex subunit gamma"	"Belongs to the adaptor complexes large subunit family"	NA	"N"	"N"	"GH47"	"N"
"KAF7796329.1"	"DNA ligase"	"Belongs to the ATP-dependent DNA ligase family"	"6.5.1.1"	NA	NA	NA	NA
"KAF7796338.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7796339.1"	"Transcription initiation factor TFIID subunit 10"	"Belongs to the TAF10 family"	NA	NA	NA	NA	NA
"KAF7796343.1"	"Aldehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7796343.1"	"Aldehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7796344.1"	NA	NA	NA	"GH13_25(1121-1575)"	"GH133"	"GH13_25+GH133"	"N"
"KAF7796348.1"	"Cytosolic Fe-S cluster assembly factor"	"Belongs to the Mrp/NBP35 ATP-binding proteins family. NUBP1/NBP35 subfamily"	NA	NA	NA	NA	NA
"KAF7796349.1"	"U2 snRNP auxiliary factor large subunit"	"Belongs to the splicing factor SR family"	NA	NA	NA	NA	NA
"KAF7796363.1"	"Coatomer subunit epsilon"	"Belongs to the COPE family"	NA	NA	NA	NA	NA
"KAF7796366.1"	"Serine/threonine-protein kinase Tel1"	"Belongs to the PI3/PI4-kinase family. ATM subfamily"	"2.7.11.1"	NA	NA	NA	NA
"KAF7796369.1"	NA	"Belongs to the glutamine synthetase family"	NA	NA	NA	NA	NA
"KAF7796377.1"	NA	"Belongs to the ubiquitin-conjugating enzyme family"	"2.3.2.-"	NA	NA	NA	NA
"KAF7796379.1"	"60S ribosomal export protein NMD3"	"Belongs to the NMD3 family"	NA	NA	NA	NA	NA
"KAF7796391.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7796395.1"	NA	NA	NA	"GH16_2(34-388)"	"N"	"GH16_2"	"N"
"KAF7796397.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7796413.1"	"Hydrophobin"	"Belongs to the fungal hydrophobin family"	NA	NA	NA	NA	NA
"KAF7796438.1"	NA	NA	NA	"AA1_1(122-312)"	"AA1"	"AA1_1"	"Y(1-21)"
"KAF7796441.1"	NA	NA	NA	"CE15(111-438)"	"CE15+CBM1"	"CBM1+CE15"	"Y(1-24)"
"KAF7796448.1"	NA	"Belongs to the MIP/aquaporin (TC 1.A.8) family"	NA	NA	NA	NA	NA
"KAF7796449.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7796466.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7796468.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7796471.1"	NA	"Belongs to the eIF-1A family"	NA	NA	NA	NA	NA
"KAF7796472.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7796473.1"	NA	"Belongs to the TCP-1 chaperonin family"	NA	NA	NA	NA	NA
"KAF7796474.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(1-153)"	"AA2"	"AA2"	"N"
"KAF7796474.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(1-153)"	"AA2"	"AA2"	"N"
"KAF7796474.1"	"Peroxidase"	"Belongs to the peroxidase family. Ligninase subfamily"	"1.11.1.-"	"AA2(1-153)"	"AA2"	"AA2"	"N"
"KAF7796476.1"	"Alkyl transferase"	"Belongs to the UPP synthase family"	"2.5.1.-"	NA	NA	NA	NA
"KAF7796482.1"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1"	"Belongs to the DDOST 48 kDa subunit family"	NA	NA	NA	NA	NA
"KAF7796486.1"	"Adenylate kinase"	"Belongs to the adenylate kinase family"	"2.7.4.3"	NA	NA	NA	NA
"KAF7796486.1"	"Adenylate kinase"	"Belongs to the adenylate kinase family. AK2 subfamily"	"2.7.4.3"	NA	NA	NA	NA
"KAF7796500.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7796516.1"	"Uridylate kinase"	"Belongs to the adenylate kinase family"	"2.7.4.14"	NA	NA	NA	NA
"KAF7796516.1"	"Uridylate kinase"	"Belongs to the adenylate kinase family. UMP-CMP kinase subfamily"	"2.7.4.14"	NA	NA	NA	NA
"KAF7796524.1"	NA	NA	NA	"GH3(36-249)"	"GH3"	"GH3"	"N"
"KAF7796525.1"	NA	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family"	NA	"N"	"N"	"GT2"	"N"
"KAF7796526.1"	"E3 ubiquitin-protein ligase"	NA	"2.3.2.26"	NA	NA	NA	NA
"KAF7796538.1"	NA	"Belongs to the CDC50/LEM3 family"	NA	NA	NA	NA	NA
"KAF7796555.1"	"Hydrophobin"	"Belongs to the fungal hydrophobin family"	NA	NA	NA	NA	NA
"KAF7796562.1"	"Glucanase"	"Belongs to the glycosyl hydrolase 7 (cellulase C) family"	"3.2.1.-"	"GH7(20-449)"	"GH7+CBM1"	"CBM1+GH7"	"Y(1-27)"
"KAF7796564.1"	NA	"Belongs to the peptidase M16 family"	NA	NA	NA	NA	NA
"KAF7796570.1"	"Elongation factor Ts, mitochondrial"	"Belongs to the EF-Ts family"	NA	NA	NA	NA	NA
"KAF7796574.1"	NA	"Belongs to the fatty acid desaturase type 1 family"	NA	NA	NA	NA	NA
"KAF7796588.1"	"ATPase GET3"	"Belongs to the arsA ATPase family"	"3.6.-.-"	NA	NA	NA	NA
"KAF7796589.1"	"Signal recognition particle subunit SRP68"	"Belongs to the SRP68 family"	NA	NA	NA	NA	NA
"KAF7796591.1"	"DNA-directed RNA polymerase subunit"	"Belongs to the RNA polymerase beta' chain family"	"2.7.7.6"	NA	NA	NA	NA
"KAF7796592.1"	"Vacuolar protein sorting-associated protein 27"	"Belongs to the VPS27 family"	NA	NA	NA	NA	NA
"KAF7796593.1"	"Proline dehydrogenase"	"Belongs to the proline oxidase family"	"1.5.5.2"	NA	NA	NA	NA
"KAF7796596.1"	"DNA topoisomerase 2"	"Belongs to the type II topoisomerase family"	"5.6.2.2"	NA	NA	NA	NA
"KAF7796608.1"	"Protein-lysine N-methyltransferase EFM4"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. EFM4 family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7796615.1"	NA	"Belongs to the GST superfamily"	NA	NA	NA	NA	NA
"KAF7796616.1"	NA	"Belongs to the actin family"	NA	"N"	"N"	"GT22"	"N"
"KAF7796617.1"	NA	NA	NA	"AA3_3(1-497)"	"AA3"	"AA3_3"	"N"
"KAF7796618.1"	NA	"Belongs to the acyl-CoA dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7796620.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7796623.1"	NA	"Belongs to the cyclin family"	NA	NA	NA	NA	NA
"KAF7796638.1"	"Protein arginine N-methyltransferase"	"Belongs to the class I-like SAM-binding methyltransferase superfamily"	"2.1.1.-"	NA	NA	NA	NA
"KAF7796657.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(118-364)"	"N"	"AA2"	"Y(1-22)"
"KAF7796657.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(118-364)"	"N"	"AA2"	"Y(1-22)"
"KAF7796675.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7796676.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7796677.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7796678.1"	NA	NA	NA	"GH3(37-250)"	"GH3"	"GH3"	"N"
"KAF7796685.1"	NA	"Belongs to the universal ribosomal protein uL3 family"	NA	NA	NA	NA	NA
"KAF7796687.1"	NA	"Belongs to the small GTPase superfamily. SAR1 family"	NA	NA	NA	NA	NA
"KAF7796689.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7796700.1"	NA	"Belongs to the actin-binding proteins ADF family. GMF subfamily"	NA	NA	NA	NA	NA
"KAF7796709.1"	NA	"Belongs to the glutamine synthetase family"	NA	NA	NA	NA	NA
"KAF7796712.1"	NA	"Belongs to the ubiquitin-conjugating enzyme family"	"2.3.2.-"	NA	NA	NA	NA
"KAF7796713.1"	"Ribonucloprotein"	"Belongs to the eukaryotic ribosomal protein eL8 family"	NA	NA	NA	NA	NA
"KAF7796721.1"	"Vacuolar protein sorting-associated protein 28"	"Belongs to the VPS28 family"	NA	NA	NA	NA	NA
"KAF7796721.1"	"Vacuolar protein sorting-associated protein 28"	"Belongs to the VPS28 family"	NA	NA	NA	NA	NA
"KAF7796721.1"	"Vacuolar protein sorting-associated protein 28"	"Belongs to the VPS28 family"	NA	NA	NA	NA	NA
"KAF7796727.1"	"tRNA-splicing endonuclease subunit Sen34"	"Belongs to the tRNA-intron endonuclease family"	"4.6.1.16"	NA	NA	NA	NA
"KAF7796733.1"	NA	NA	NA	"N"	"N"	"GT4"	"N"
"KAF7796735.1"	NA	NA	NA	"GT4(21-191)"	"N"	"GT4"	"N"
"KAF7796738.1"	"Adenylyl cyclase-associated protein"	"Belongs to the CAP family"	NA	NA	NA	NA	NA
"KAF7796749.1"	"Protein N-terminal glutamine amidohydrolase"	"Belongs to the NTAQ1 family"	"3.5.1.122"	NA	NA	NA	NA
"KAF7796767.1"	"Aminopeptidase"	"Belongs to the peptidase M1 family"	"3.4.11.-"	NA	NA	NA	NA
"KAF7796772.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7796787.1"	"Galactose-1-phosphate uridylyltransferase"	"Belongs to the galactose-1-phosphate uridylyltransferase type 1 family"	"2.7.7.12"	NA	NA	NA	NA
"KAF7796789.1"	"Protein SDA1"	"Belongs to the SDA1 family"	NA	NA	NA	NA	NA
"KAF7796791.1"	"Phosphoglycerate kinase"	"Belongs to the phosphoglycerate kinase family"	"2.7.2.3"	NA	NA	NA	NA
"KAF7796811.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7796816.1"	NA	"Belongs to the EMP24/GP25L family"	NA	NA	NA	NA	NA
"KAF7796821.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7796827.1"	NA	NA	NA	"CE16(58-327)"	"CE16"	"N"	"N"
"KAF7796857.1"	NA	"Belongs to the iron/ascorbate-dependent oxidoreductase family"	NA	NA	NA	NA	NA
"KAF7796871.1"	"Cytochrome c heme lyase"	"Belongs to the cytochrome c-type heme lyase family"	"4.4.1.17"	NA	NA	NA	NA
"KAF7796873.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7796877.1"	NA	"Belongs to the peptidase T1A family"	NA	NA	NA	NA	NA
"KAF7796878.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7796890.1"	"FACT complex subunit"	"Belongs to the peptidase M24 family. SPT16 subfamily"	NA	NA	NA	NA	NA
"KAF7796893.1"	"DNA-directed RNA polymerase III subunit RPC3"	"Belongs to the RNA polymerase beta chain family"	NA	NA	NA	NA	NA
"KAF7796894.1"	NA	"Belongs to the histone H1/H5 family"	NA	NA	NA	NA	NA
"KAF7796900.1"	NA	NA	NA	"GH3(64-317)"	"GH3"	"GH3"	"N"
"KAF7796901.1"	NA	NA	NA	"GH3(64-317)"	"GH3"	"GH3"	"Y(1-23)"
"KAF7796905.1"	"Solute carrier family 40 protein"	"Belongs to the ferroportin (FP) (TC 2.A.100) family. SLC40A subfamily"	NA	NA	NA	NA	NA
"KAF7796906.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7796906.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7796909.1"	NA	NA	NA	"GH88(72-402)"	"GH88"	"GH88"	"Y(1-25)"
"KAF7796910.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7796910.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7796919.1"	"Histone acetyltransferase type B catalytic subunit"	"Belongs to the HAT1 family"	"2.3.1.48"	NA	NA	NA	NA
"KAF7796926.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7796943.1"	NA	"Belongs to the arginase family"	NA	NA	NA	NA	NA
"KAF7796963.1"	"Histone H2B"	"Belongs to the histone H2B family"	NA	NA	NA	NA	NA
"KAF7796979.1"	NA	"Belongs to the HSF family"	NA	NA	NA	NA	NA
"KAF7796988.1"	NA	NA	NA	"N"	"GT48"	"GT48"	"N"
"KAF7796989.1"	NA	NA	NA	"GT48(1-486)"	"GT48"	"GT48"	"N"
"KAF7796994.1"	NA	NA	NA	"AA5(144-656)"	"AA5"	"AA5_1"	"N"
"KAF7796995.1"	NA	NA	NA	"AA5(375-892)"	"AA5"	"AA5_1"	"N"
"KAF7796997.1"	NA	NA	NA	"AA5(533-1051)"	"AA5"	"AA5_1"	"N"
"KAF7797009.1"	"Elongation factor G, mitochondrial"	"Belongs to the GTP-binding elongation factor family. EF-G/EF-2 subfamily"	NA	NA	NA	NA	NA
"KAF7797014.1"	NA	NA	NA	"GT2_Glyco_trans_2_3(544-759)"	"GT0"	"GT0"	"N"
"KAF7797017.1"	NA	NA	NA	"GT2_Glyco_trans_2_3(496-713)"	"GT0"	"GT0"	"N"
"KAF7797019.1"	NA	NA	NA	"GH16_4(272-606)"	"N"	"GH16_4"	"N"
"KAF7797020.1"	NA	NA	NA	"GT2_Glyco_trans_2_3(503-718)"	"GT0"	"GT0"	"N"
"KAF7797035.1"	"Transcription elongation factor SPT5"	"Belongs to the SPT5 family"	NA	NA	NA	NA	NA
"KAF7797052.1"	"Peptidyl-prolyl cis-trans isomerase"	"Belongs to the cyclophilin-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7797054.1"	"Transcription initiation factor IIA subunit 2"	"Belongs to the TFIIA subunit 2 family"	NA	NA	NA	NA	NA
"KAF7797058.1"	"26S proteasome regulatory subunit RPN1"	"Belongs to the proteasome subunit S2 family"	NA	"N"	"N"	"GT0"	"N"
"KAF7797068.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7797069.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7797072.1"	NA	NA	NA	"GH51(1-312)"	"GH51"	"GH51"	"N"
"KAF7797078.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7797079.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7797100.1"	"Ribonuclease"	"Belongs to the RNase HII family"	"3.1.26.4"	NA	NA	NA	NA
"KAF7797101.1"	NA	NA	NA	"GH13_5(40-321)"	"GH13"	"GH13_5"	"N"
"KAF7797112.1"	NA	"Belongs to the universal ribosomal protein uS7 family"	NA	NA	NA	NA	NA
"KAF7797119.1"	"Mitochondrial import inner membrane translocase subunit TIM50"	"Belongs to the TIM50 family"	NA	NA	NA	NA	NA
"KAF7797120.1"	NA	NA	NA	"CE16(44-169)"	"CE16+CBM1"	"N"	"Y(1-23)"
"KAF7797128.1"	NA	"Belongs to the TCP-1 chaperonin family"	NA	NA	NA	NA	NA
"KAF7797145.1"	"Peptide hydrolase"	"Belongs to the peptidase M28 family"	"3.4.-.-"	NA	NA	NA	NA
"KAF7797157.1"	NA	"Belongs to the GST superfamily"	NA	NA	NA	NA	NA
"KAF7797162.1"	"Coatomer subunit zeta"	"Belongs to the adaptor complexes small subunit family"	NA	NA	NA	NA	NA
"KAF7797165.1"	NA	NA	NA	"N"	"N"	"CBM48+GH13_8"	"N"
"KAF7797168.1"	NA	NA	NA	"AA12(10-195)"	"N"	"N"	"N"
"KAF7797173.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7797174.1"	"Chitin synthase"	"Belongs to the chitin synthase family"	"2.4.1.16"	"GT2_Chitin_synth_1(197-350)"	"GT2"	"GT2"	"N"
"KAF7797175.1"	NA	"Belongs to the enoyl-CoA hydratase/isomerase family"	NA	NA	NA	NA	NA
"KAF7797177.1"	"Isocitrate lyase"	"Belongs to the isocitrate lyase/PEP mutase superfamily. Isocitrate lyase family"	NA	NA	NA	NA	NA
"KAF7797181.1"	"Mitochondrial inner membrane protease ATP23"	"Belongs to the peptidase M76 family"	"3.4.24.-"	NA	NA	NA	NA
"KAF7797185.1"	NA	"Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family"	NA	NA	NA	NA	NA
"KAF7797189.1"	NA	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7797190.1"	"tRNA-splicing endonuclease subunit Sen2"	"Belongs to the tRNA-intron endonuclease family"	"4.6.1.16"	NA	NA	NA	NA
"KAF7797201.1"	"GTP-binding protein"	"Belongs to the GTR/RAG GTP-binding protein family"	NA	NA	NA	NA	NA
"KAF7797205.1"	"Eukaryotic translation initiation factor 6"	"Belongs to the eIF-6 family"	NA	NA	NA	NA	NA
"KAF7797206.1"	"Protein arginine methyltransferase NDUFAF7"	"Belongs to the NDUFAF7 family"	"2.1.1.320"	NA	NA	NA	NA
"KAF7797208.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(43-300)"	"AA2"	"AA2"	"Y(1-26)"
"KAF7797208.1"	"Peroxidase"	"Belongs to the peroxidase family. Ligninase subfamily"	"1.11.1.-"	"AA2(43-300)"	"AA2"	"AA2"	"Y(1-26)"
"KAF7797208.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(43-300)"	"AA2"	"AA2"	"Y(1-26)"
"KAF7797209.1"	"Peroxidase"	"Belongs to the peroxidase family. Ligninase subfamily"	"1.11.1.-"	"AA2(1-159)"	"AA2"	"N"	"N"
"KAF7797209.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(1-159)"	"AA2"	"N"	"N"
"KAF7797209.1"	"Peroxidase"	"Belongs to the peroxidase family"	"1.11.1.-"	"AA2(1-159)"	"AA2"	"N"	"N"
"KAF7797212.1"	"Beta-xylanase"	"Belongs to the glycosyl hydrolase 10 (cellulase F) family"	"3.2.1.8"	"GH10(44-337)"	"GH10+CBM1"	"CBM1+GH10"	"N"
"KAF7797213.1"	"Beta-xylanase"	"Belongs to the glycosyl hydrolase 10 (cellulase F) family"	"3.2.1.8"	"GH10(86-402)"	"GH10+CBM1"	"CBM1+GH10"	"Y(1-21)"
"KAF7797214.1"	"Beta-xylanase"	"Belongs to the glycosyl hydrolase 10 (cellulase F) family"	"3.2.1.8"	"GH10(39-346)"	"CBM1"	"CBM1+GH10"	"Y(1-28)"
"KAF7797215.1"	"Beta-xylanase"	"Belongs to the glycosyl hydrolase 10 (cellulase F) family"	"3.2.1.8"	"GH10(42-334)"	"GH10+CBM1"	"CBM1+GH10"	"Y(1-28)"
"KAF7797216.1"	"Beta-xylanase"	"Belongs to the glycosyl hydrolase 10 (cellulase F) family"	"3.2.1.8"	"GH10(117-298)"	"GH10+CBM1"	"N"	"Y(1-29)"
"KAF7797217.1"	NA	"Belongs to the glycosyl hydrolase 17 family"	NA	"GH17(210-478)"	"GH17"	"N"	"N"
"KAF7797220.1"	NA	NA	NA	"GH16_1(59-308)"	"N"	"N"	"Y(1-19)"
"KAF7797221.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7797249.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7797261.1"	NA	"Belongs to the cytochrome b5 family"	NA	NA	NA	NA	NA
"KAF7797270.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	"N"	"N"	"GH93"	"N"
"KAF7797272.1"	NA	"Belongs to the spermidine/spermine synthase family"	NA	NA	NA	NA	NA
"KAF7797279.1"	"Protein farnesyltransferase subunit beta"	"Belongs to the protein prenyltransferase subunit beta family"	"2.5.1.58"	NA	NA	NA	NA
"KAF7797283.1"	"Phospholipase"	"Belongs to the phospholipase D family"	"3.1.4.4"	NA	NA	NA	NA
